Column1,Country,Year,Session number,Vote,Overall vote result,Month,Text_number,In favour,Against,Abstaining,Text title,Type,Topic,Main sponsors,Spochina,OIC,EU,WEOG,LMG,AfrU,G7,G20,Chinainfav,Chinagainst,ODI_MOFCOM,BU_ODA,AEI_FDI,FT_ODI
2725,India,2019,HRC-42,In favour,In favour,SEP,42/23,27,13,7,The right to development,"Thematic - Economic, Social and Cultural Rights",Development,"Venezuela (Bolivarian Republic of) (NAM, except Chile, Colombia, Ecuador, Honduras, Peru)",0,0,0,0,1,0,0,1,0,0,3610.09124725,,4810,2702
2726,India,2019,HRC-42,Against,In favour,SEP,42/24,26,14,6,The question of the death penalty,Thematic - Civil and Political Rights,Death Penalty,"Belgium, Benin, Costa Rica, France, Mexico, Republic of Moldova, Mongolia, Switzerland",0,0,0,0,1,0,0,1,0,0,3610.09124725,,4810,2702
2727,India,2019,HRC-42,Abstaining,In favour,SEP,42/25,19,7,21,Situation of human rights in the Bolivarian Republic of Venezuela,Country - Situations,Venezuela (Bolivarian Republic of),"Argentina, Brazil, Canada, Chile, Colombia, Guatemala, Guyana, Honduras, Paraguay, Peru",0,0,0,0,1,0,0,1,0,0,3610.09124725,,4810,2702
2728,India,2019,HRC-42,Abstaining,In favour,SEP,42/26,23,11,13,Situation of human rights in Burundi,Country - Situations,Burundi,Finland (European Union),0,0,0,0,1,0,0,1,0,0,3610.09124725,,4810,2702
2729,India,2019,HRC-42,Abstaining,In favour,SEP,42/27,27,6,13,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,1,0,0,1,0,0,3610.09124725,,4810,2702
2730,India,2019,HRC-42,In favour,In favour,SEP,42/28,36,0,11,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights",Institutional/Procedural,Cooperation,"Fiji, Ghana, Hungary, Ireland, Uruguay",0,0,0,0,1,0,0,1,0,0,3610.09124725,,4810,2702
2968,Japan,2019,HRC-40,In favour,In favour,MAR,40/02,23,3,21,Promotion and protection of human rights in Nicaragua,Country - Situations,Nicaragua,"Argentina, Brazil, Canada, Chile, Colombia, Costa Rica, Ecuador, Paraguay, Peru",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2969,Japan,2019,HRC-40,Against,In favour,MAR,40/03,27,15,5,The negative impact of unilateral coercive measures on the enjoyment of human rights,Thematic - Cross-Cutting/Other,Unilateral Coercive Measures,"Venezuela (Bolivarian Republic of) (NAM except Colombia, Ecuador and Peru)",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2970,Japan,2019,HRC-40,Against,In favour,MAR,40/04,31,2,14,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation",Thematic - Cross-Cutting/Other,Non-Repatriation of Funds,Angola (African Group),0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2971,Japan,2019,HRC-40,Abstaining,In favour,MAR,40/13,23,8,15,"Ensuring accountability and justice for all violations of international law in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2972,Japan,2019,HRC-40,In favour,In favour,MAR,40/17,28,5,14,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2973,Japan,2019,HRC-40,In favour,In favour,MAR,40/18,22,7,18,Situation of human rights in the Islamic Republic of Iran,Country - Situations,Islamic Republic of Iran,"Moldova, North Macedonia, Sweden, United Kingdom",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2974,Japan,2019,HRC-40,Against,In favour,MAR,40/21,26,16,5,Human rights in the occupied Syrian Golan,Country - Situations,Syrian Golan,Pakistan (OIC),0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2975,Japan,2019,HRC-40,In favour,In favour,MAR,40/22,41,3,2,Right of the Palestinian people to self-determination,Country - Situations,Palestine,Pakistan (OIC),0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2976,Japan,2019,HRC-40,In favour,In favour,MAR,40/23,39,3,5,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2977,Japan,2019,HRC-40,In favour,In favour,MAR,40/24,32,5,10,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2978,Japan,2019,HRC-41,In favour,In favour,JUN,41/01,21,13,13,Situation of human rights in Eritrea,Country - Situations,Eritrea,"Australia, Austria, Belgium, France, Germany, Netherlands",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2979,Japan,2019,HRC-41,Abstaining,In favour,JUN,41/02,18,14,15,Promotion and protection of human rights in the Philippines,Country - Situations,Philippines,Iceland,0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2980,Japan,2019,HRC-41,Against,In favour,JUN,41/03,28,14,5,Enhancement of international cooperation in the field of human rights,Thematic - Cross-Cutting/Other,international cooperation,"Venezuela (Bolivarian Republic of) (NAM, except Chile, Colombia, Ecuador, Honduras, Peru)",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2981,Japan,2019,HRC-41,Against,In favour,JUN,41/04,32,13,2,Promotion of the right to peace,Thematic - Cross-Cutting/Other,Peace,Cuba,0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2982,Japan,2019,HRC-41,Against,In favour,JUN,41/05,32,14,1,Human rights and international solidarity,Thematic - Cross-Cutting/Other,International Solidarity,Cuba,0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2983,Japan,2019,HRC-41,In favour,In favour,JUN,41/18,27,12,7,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity,Thematic - Groups in Focus,SOGI - Sexual Orientation and Gender Identity,"Argentina, Brazil, Chile, Colombia, Costa Rica, Mexico, Uruguay",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2984,Japan,2019,HRC-41,Against,In favour,JUN,41/19,33,13,0,The contribution of development to the enjoyment of all human rights,"Thematic - Economic, Social and Cultural Rights",Development,China,1,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2985,Japan,2019,HRC-41,In favour,In favour,JUN,41/22,20,6,21,The situation of human rights in Belarus,Country - Situations,Belarus,Finland (European Union),0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2986,Japan,2019,HRC-41,In favour,In favour,JUN,41/25,20,5,22,Cooperation with and assistance to Ukraine in the field of human rights,Country - Technical Support/Capacity Building,Ukraine,Ukraine,0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2987,Japan,2019,S-41,In favour,In favour,JUN,41/23,26,7,14,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2988,Japan,2019,HRC-42,Abstaining,In favour,SEP,42/01,30,13,4,Composition of staff of the Office of the United Nations High Commissioner for Human Rights,Institutional/Procedural,Office of the High Commissioner for Human Rights,Cuba,0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2989,Japan,2019,HRC-42,Abstaining,In favour,SEP,42/02,22,12,11,Human rights situation in Yemen,Country - Situations,Yemen,"Belgium, Canada, Ireland, Luxembourg, Netherlands",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2990,Japan,2019,HRC-42,Abstaining,In favour,SEP,42/03,37,2,7,Situation of human rights of Rohingya Muslims and other minorities in Myanmar,Country - Situations,Myanmar,"Finland (European Union), Pakistan (Organisation of Islamic Cooperation))",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2991,Japan,2019,HRC-42,Abstaining,In favour,SEP,42/04,18,6,23,Strengthening cooperation and technical assistance in the field of human rights in the Bolivarian Republic of Venezuela,Country - Technical Support/Capacity Building,Venezuela (Bolivarian Republic of),Iran (Islamic Republic of) and Russian Federation,0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2992,Japan,2019,HRC-42,Against,In favour,SEP,42/08,25,14,8,Promotion of a democratic and equitable international order,Thematic - Cross-Cutting/Other,Democratic and Equitable International Order,Cuba,0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2993,Japan,2019,HRC-42,Against,In favour,SEP,42/09,29,14,4,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,Thematic - Civil and Political Rights,Mercenaries,Cuba,0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2994,Japan,2019,HRC-42,Against,In favour,SEP,42/23,27,13,7,The right to development,"Thematic - Economic, Social and Cultural Rights",Development,"Venezuela (Bolivarian Republic of) (NAM, except Chile, Colombia, Ecuador, Honduras, Peru)",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2995,Japan,2019,HRC-42,Against,In favour,SEP,42/24,26,14,6,The question of the death penalty,Thematic - Civil and Political Rights,Death Penalty,"Belgium, Benin, Costa Rica, France, Mexico, Republic of Moldova, Mongolia, Switzerland",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2996,Japan,2019,HRC-42,In favour,In favour,SEP,42/25,19,7,21,Situation of human rights in the Bolivarian Republic of Venezuela,Country - Situations,Venezuela (Bolivarian Republic of),"Argentina, Brazil, Canada, Chile, Colombia, Guatemala, Guyana, Honduras, Paraguay, Peru",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2997,Japan,2019,HRC-42,In favour,In favour,SEP,42/26,23,11,13,Situation of human rights in Burundi,Country - Situations,Burundi,Finland (European Union),0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2998,Japan,2019,HRC-42,In favour,In favour,SEP,42/27,27,6,13,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
2999,Japan,2019,HRC-42,In favour,In favour,SEP,42/28,36,0,11,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights",Institutional/Procedural,Cooperation,"Fiji, Ghana, Hungary, Ireland, Uruguay",0,0,0,0,0,0,1,1,0,0,4098.05230603,,110,127.5
3453,Mexico,2019,HRC-40,In favour,In favour,MAR,40/02,23,3,21,Promotion and protection of human rights in Nicaragua,Country - Situations,Nicaragua,"Argentina, Brazil, Canada, Chile, Colombia, Costa Rica, Ecuador, Paraguay, Peru",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3454,Mexico,2019,HRC-40,Abstaining,In favour,MAR,40/03,27,15,5,The negative impact of unilateral coercive measures on the enjoyment of human rights,Thematic - Cross-Cutting/Other,Unilateral Coercive Measures,"Venezuela (Bolivarian Republic of) (NAM except Colombia, Ecuador and Peru)",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3455,Mexico,2019,HRC-40,Abstaining,In favour,MAR,40/04,31,2,14,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation",Thematic - Cross-Cutting/Other,Non-Repatriation of Funds,Angola (African Group),0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3456,Mexico,2019,HRC-40,In favour,In favour,MAR,40/13,23,8,15,"Ensuring accountability and justice for all violations of international law in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3457,Mexico,2019,HRC-40,In favour,In favour,MAR,40/17,28,5,14,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3458,Mexico,2019,HRC-40,In favour,In favour,MAR,40/18,22,7,18,Situation of human rights in the Islamic Republic of Iran,Country - Situations,Islamic Republic of Iran,"Moldova, North Macedonia, Sweden, United Kingdom",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3459,Mexico,2019,HRC-40,In favour,In favour,MAR,40/21,26,16,5,Human rights in the occupied Syrian Golan,Country - Situations,Syrian Golan,Pakistan (OIC),0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3460,Mexico,2019,HRC-40,In favour,In favour,MAR,40/22,41,3,2,Right of the Palestinian people to self-determination,Country - Situations,Palestine,Pakistan (OIC),0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3461,Mexico,2019,HRC-40,In favour,In favour,MAR,40/23,39,3,5,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3462,Mexico,2019,HRC-40,In favour,In favour,MAR,40/24,32,5,10,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3463,Mexico,2019,HRC-41,In favour,In favour,JUN,41/01,21,13,13,Situation of human rights in Eritrea,Country - Situations,Eritrea,"Australia, Austria, Belgium, France, Germany, Netherlands",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3464,Mexico,2019,HRC-41,In favour,In favour,JUN,41/02,18,14,15,Promotion and protection of human rights in the Philippines,Country - Situations,Philippines,Iceland,0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3465,Mexico,2019,HRC-41,Abstaining,In favour,JUN,41/03,28,14,5,Enhancement of international cooperation in the field of human rights,Thematic - Cross-Cutting/Other,international cooperation,"Venezuela (Bolivarian Republic of) (NAM, except Chile, Colombia, Ecuador, Honduras, Peru)",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3466,Mexico,2019,HRC-41,In favour,In favour,JUN,41/04,32,13,2,Promotion of the right to peace,Thematic - Cross-Cutting/Other,Peace,Cuba,0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3467,Mexico,2019,HRC-41,Abstaining,In favour,JUN,41/05,32,14,1,Human rights and international solidarity,Thematic - Cross-Cutting/Other,International Solidarity,Cuba,0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3468,Mexico,2019,HRC-41,In favour,In favour,JUN,41/18,27,12,7,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity,Thematic - Groups in Focus,SOGI - Sexual Orientation and Gender Identity,"Argentina, Brazil, Chile, Colombia, Costa Rica, Mexico, Uruguay",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3469,Mexico,2019,HRC-41,In favour,In favour,JUN,41/19,33,13,0,The contribution of development to the enjoyment of all human rights,"Thematic - Economic, Social and Cultural Rights",Development,China,1,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3470,Mexico,2019,HRC-41,In favour,In favour,JUN,41/22,20,6,21,The situation of human rights in Belarus,Country - Situations,Belarus,Finland (European Union),0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3471,Mexico,2019,HRC-41,In favour,In favour,JUN,41/25,20,5,22,Cooperation with and assistance to Ukraine in the field of human rights,Country - Technical Support/Capacity Building,Ukraine,Ukraine,0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3472,Mexico,2019,S-41,In favour,In favour,JUN,41/23,26,7,14,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3473,Mexico,2019,HRC-42,In favour,In favour,SEP,42/01,30,13,4,Composition of staff of the Office of the United Nations High Commissioner for Human Rights,Institutional/Procedural,Office of the High Commissioner for Human Rights,Cuba,0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3474,Mexico,2019,HRC-42,In favour,In favour,SEP,42/02,22,12,11,Human rights situation in Yemen,Country - Situations,Yemen,"Belgium, Canada, Ireland, Luxembourg, Netherlands",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3475,Mexico,2019,HRC-42,In favour,In favour,SEP,42/03,37,2,7,Situation of human rights of Rohingya Muslims and other minorities in Myanmar,Country - Situations,Myanmar,"Finland (European Union), Pakistan (Organisation of Islamic Cooperation))",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3476,Mexico,2019,HRC-42,In favour,In favour,SEP,42/04,18,6,23,Strengthening cooperation and technical assistance in the field of human rights in the Bolivarian Republic of Venezuela,Country - Technical Support/Capacity Building,Venezuela (Bolivarian Republic of),Iran (Islamic Republic of) and Russian Federation,0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3477,Mexico,2019,HRC-42,Abstaining,In favour,SEP,42/08,25,14,8,Promotion of a democratic and equitable international order,Thematic - Cross-Cutting/Other,Democratic and Equitable International Order,Cuba,0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3478,Mexico,2019,HRC-42,Abstaining,In favour,SEP,42/09,29,14,4,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,Thematic - Civil and Political Rights,Mercenaries,Cuba,0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3479,Mexico,2019,HRC-42,Abstaining,In favour,SEP,42/23,27,13,7,The right to development,"Thematic - Economic, Social and Cultural Rights",Development,"Venezuela (Bolivarian Republic of) (NAM, except Chile, Colombia, Ecuador, Honduras, Peru)",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3480,Mexico,2019,HRC-42,In favour,In favour,SEP,42/24,26,14,6,The question of the death penalty,Thematic - Civil and Political Rights,Death Penalty,"Belgium, Benin, Costa Rica, France, Mexico, Republic of Moldova, Mongolia, Switzerland",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3481,Mexico,2019,HRC-42,Abstaining,In favour,SEP,42/25,19,7,21,Situation of human rights in the Bolivarian Republic of Venezuela,Country - Situations,Venezuela (Bolivarian Republic of),"Argentina, Brazil, Canada, Chile, Colombia, Guatemala, Guyana, Honduras, Paraguay, Peru",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3482,Mexico,2019,HRC-42,In favour,In favour,SEP,42/26,23,11,13,Situation of human rights in Burundi,Country - Situations,Burundi,Finland (European Union),0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3483,Mexico,2019,HRC-42,In favour,In favour,SEP,42/27,27,6,13,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
3484,Mexico,2019,HRC-42,In favour,In favour,SEP,42/28,36,0,11,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights",Institutional/Procedural,Cooperation,"Fiji, Ghana, Hungary, Ireland, Uruguay",0,0,0,0,0,0,0,1,0,0,1161.07978795,,,1751.806
4020,Peru,2019,HRC-40,In favour,In favour,MAR,40/02,23,3,21,Promotion and protection of human rights in Nicaragua,Country - Situations,Nicaragua,"Argentina, Brazil, Canada, Chile, Colombia, Costa Rica, Ecuador, Paraguay, Peru",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4021,Peru,2019,HRC-40,Abstaining,In favour,MAR,40/03,27,15,5,The negative impact of unilateral coercive measures on the enjoyment of human rights,Thematic - Cross-Cutting/Other,Unilateral Coercive Measures,"Venezuela (Bolivarian Republic of) (NAM except Colombia, Ecuador and Peru)",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4022,Peru,2019,HRC-40,In favour,In favour,MAR,40/04,31,2,14,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation",Thematic - Cross-Cutting/Other,Non-Repatriation of Funds,Angola (African Group),0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4023,Peru,2019,HRC-40,In favour,In favour,MAR,40/13,23,8,15,"Ensuring accountability and justice for all violations of international law in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4024,Peru,2019,HRC-40,In favour,In favour,MAR,40/17,28,5,14,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4025,Peru,2019,HRC-40,In favour,In favour,MAR,40/18,22,7,18,Situation of human rights in the Islamic Republic of Iran,Country - Situations,Islamic Republic of Iran,"Moldova, North Macedonia, Sweden, United Kingdom",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4026,Peru,2019,HRC-40,In favour,In favour,MAR,40/21,26,16,5,Human rights in the occupied Syrian Golan,Country - Situations,Syrian Golan,Pakistan (OIC),0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4027,Peru,2019,HRC-40,In favour,In favour,MAR,40/22,41,3,2,Right of the Palestinian people to self-determination,Country - Situations,Palestine,Pakistan (OIC),0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4028,Peru,2019,HRC-40,In favour,In favour,MAR,40/23,39,3,5,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4029,Peru,2019,HRC-40,In favour,In favour,MAR,40/24,32,5,10,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4030,Peru,2019,HRC-41,In favour,In favour,JUN,41/01,21,13,13,Situation of human rights in Eritrea,Country - Situations,Eritrea,"Australia, Austria, Belgium, France, Germany, Netherlands",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4031,Peru,2019,HRC-41,In favour,In favour,JUN,41/02,18,14,15,Promotion and protection of human rights in the Philippines,Country - Situations,Philippines,Iceland,0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4032,Peru,2019,HRC-41,Abstaining,In favour,JUN,41/03,28,14,5,Enhancement of international cooperation in the field of human rights,Thematic - Cross-Cutting/Other,international cooperation,"Venezuela (Bolivarian Republic of) (NAM, except Chile, Colombia, Ecuador, Honduras, Peru)",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4033,Peru,2019,HRC-41,In favour,In favour,JUN,41/04,32,13,2,Promotion of the right to peace,Thematic - Cross-Cutting/Other,Peace,Cuba,0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4034,Peru,2019,HRC-41,In favour,In favour,JUN,41/05,32,14,1,Human rights and international solidarity,Thematic - Cross-Cutting/Other,International Solidarity,Cuba,0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4035,Peru,2019,HRC-41,In favour,In favour,JUN,41/18,27,12,7,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity,Thematic - Groups in Focus,SOGI - Sexual Orientation and Gender Identity,"Argentina, Brazil, Chile, Colombia, Costa Rica, Mexico, Uruguay",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4036,Peru,2019,HRC-41,In favour,In favour,JUN,41/19,33,13,0,The contribution of development to the enjoyment of all human rights,"Thematic - Economic, Social and Cultural Rights",Development,China,1,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4037,Peru,2019,HRC-41,In favour,In favour,JUN,41/22,20,6,21,The situation of human rights in Belarus,Country - Situations,Belarus,Finland (European Union),0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4038,Peru,2019,HRC-41,In favour,In favour,JUN,41/25,20,5,22,Cooperation with and assistance to Ukraine in the field of human rights,Country - Technical Support/Capacity Building,Ukraine,Ukraine,0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4039,Peru,2019,S-41,In favour,In favour,JUN,41/23,26,7,14,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4040,Peru,2019,HRC-42,In favour,In favour,SEP,42/01,30,13,4,Composition of staff of the Office of the United Nations High Commissioner for Human Rights,Institutional/Procedural,Office of the High Commissioner for Human Rights,Cuba,0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4041,Peru,2019,HRC-42,In favour,In favour,SEP,42/02,22,12,11,Human rights situation in Yemen,Country - Situations,Yemen,"Belgium, Canada, Ireland, Luxembourg, Netherlands",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4042,Peru,2019,HRC-42,In favour,In favour,SEP,42/03,37,2,7,Situation of human rights of Rohingya Muslims and other minorities in Myanmar,Country - Situations,Myanmar,"Finland (European Union), Pakistan (Organisation of Islamic Cooperation))",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4043,Peru,2019,HRC-42,Against,In favour,SEP,42/04,18,6,23,Strengthening cooperation and technical assistance in the field of human rights in the Bolivarian Republic of Venezuela,Country - Technical Support/Capacity Building,Venezuela (Bolivarian Republic of),Iran (Islamic Republic of) and Russian Federation,0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4044,Peru,2019,HRC-42,Abstaining,In favour,SEP,42/08,25,14,8,Promotion of a democratic and equitable international order,Thematic - Cross-Cutting/Other,Democratic and Equitable International Order,Cuba,0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4045,Peru,2019,HRC-42,In favour,In favour,SEP,42/09,29,14,4,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,Thematic - Civil and Political Rights,Mercenaries,Cuba,0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4046,Peru,2019,HRC-42,Abstaining,In favour,SEP,42/23,27,13,7,The right to development,"Thematic - Economic, Social and Cultural Rights",Development,"Venezuela (Bolivarian Republic of) (NAM, except Chile, Colombia, Ecuador, Honduras, Peru)",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4047,Peru,2019,HRC-42,In favour,In favour,SEP,42/24,26,14,6,The question of the death penalty,Thematic - Civil and Political Rights,Death Penalty,"Belgium, Benin, Costa Rica, France, Mexico, Republic of Moldova, Mongolia, Switzerland",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4048,Peru,2019,HRC-42,In favour,In favour,SEP,42/25,19,7,21,Situation of human rights in the Bolivarian Republic of Venezuela,Country - Situations,Venezuela (Bolivarian Republic of),"Argentina, Brazil, Canada, Chile, Colombia, Guatemala, Guyana, Honduras, Paraguay, Peru",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
